Scaffold ID	Scaffold SMILES	Cluster ID	Score
SCAFFA671	O=C(CCc1c[nH]cn1)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1ccccc1)C(=O)NCC(=O)NCC(=O)NCCc1c[nH]c2ccccc12	3	1.0
SCAFFA672	O=C(CNC(=O)[C@@H]1[C@H]2CCC[C@H]2CN1C(=O)CNC(=O)[C@@H](NC(=O)c1cnccn1)C1CCCCC1)C(=O)NC1CC1	222	1.0
SCAFFA673	O=C(N[C@H]1CCCNC(=O)[C@@H]2CCCN2C(=O)CNC(=O)[C@H](CCc2ccccc2)NC(=O)[C@@H]2CCCN2C(=O)CNC1=O)c1ccc(-c2cc(-c3ccccc3)on2)cc1	79	1.0
SCAFFA674	C(=C/c1ccc2ccccc2[nH+]1)\c1ccn(-c2ccccc2)c1	221	1.0
SCAFFA675	O=C(Cc1cccs1)N[C@@H]1C(=O)N2C=CCS[C@H]12	10	1.0
SCAFFA676	c1ccc([C@H]2CN3CCSC3=N2)cc1	220	1.0
SCAFFA677	c1ccc2c(c1)Cc1ccccc1O2	92	1.11688312
SCAFFA678	c1ccc2c(c1)C[C@H]1NCCc3cccc-2c31	219	1.0
SCAFFA679	O=C(c1cc2ccccc2[nH]1)N1CCN(c2ccccn2)CC1	218	1.0
SCAFFA680	c1ccc2nc3c(cc2c1)CCCC3	131	1.0
SCAFFA681	O=C(Cc1ccccc1)O[C@H]1C[C@@H]2[NH2+][C@H](C1)[C@H]1O[C@H]12	61	1.0
SCAFFA682	c1ccc(C(CN2CC[NH2+]CC2)C2CCCCC2)cc1	21	1.0
SCAFFA683	O=C1NCCN(C(=O)N[C@@H](C(=O)N[C@@H]2C(=O)N3C=C(CSc4nnn[nH]4)CS[C@H]23)c2ccccc2)C1=O	5	1.0
SCAFFA684	O=C1NCC(CCN2CCOCC2)C1(c1ccccc1)c1ccccc1	130	1.0
SCAFFA685	O=C(CSc1ccncc1)N[C@@H]1C(=O)N2C=CCS[C@H]12	10	1.0
SCAFFA686	N=C(C(=O)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12)c1cscn1	5	1.0
SCAFFA687	O=C(Cc1cscn1)N[C@@H]1C(=O)N2C=C(CSc3nnn[nH]3)CS[C@H]12	5	1.0
SCAFFA688	C1CCC(C2CCCCC2)CC1	217	1.0
SCAFFA689	c1ccc(C(=C2CC[NH2+]CC2)c2ccccc2)cc1	129	1.0
SCAFFA690	O=C(OCCN1CCCCC1)c1cccc2c(=O)cc(-c3ccccc3)oc12	65	1.0
SCAFFA691	O=C(Cc1ccccc1)NC1C(=O)N2C=C(CSc3nnn[nH]3)CO[C@H]12	5	1.0
SCAFFA692	O=C1CCO[C@H]2O[C@@H]3CCCC[C@H]3OC12	216	1.0
SCAFFA693	c1ccc2c(c1)ccc1ccccc12	29	1.0
SCAFFA694	O=C(N[C@@H]1C(=O)N2CCS[C@H]12)c1ccccc1	8	1.0
SCAFFA695	O=C(OC1CCC[NH2+]C1)C(c1ccccc1)c1ccccc1	43	1.0
SCAFFA696	O=C(OCC1=NCCCN1)C(c1ccccc1)C1CCCCC1	21	1.0
SCAFFA697	O=C(Cc1ccccc1)N[C@@H]1C(=O)N2CCS[C@H]12.c1ccccc1	5	1.0
SCAFFA698	O=C1CCSSC[C@@H](C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)NCC(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](Cc2c[nH]cn2)C(=O)NCC(=O)N[C@@H](Cc2ccccc2)C(=O)N2CCC[C@H]2C(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)NCC(=O)N2CCCC2)NC(=O)CNC(=O)CNC(=O)CNC(=O)CNC(=O)CN1	3	1.0
SCAFFA699	O=C1CN(CCN2CC(=O)NC(=O)C2)CC(=O)N1	20	1.0
SCAFFA700	c1ccc2c(c1)CCC(CCNCCCc1nc3ccccc3[nH]1)C2	215	1.0
SCAFFA701	O=C(CSC1CCCCC1)O[C@@H]1CCCC[C@@]23CCCC1[C@@H]2C(=O)CC3	214	1.0
SCAFFA702	O=c1c(-c2ccccc2)c(Cn2nc(-c3ccccc3)c3cncnc32)oc2ccccc12	213	1.0
SCAFFA703	c1ccc([C@H]2CCc3cncn32)cc1	1	1.0
SCAFFA704	N=C(C(=O)N[C@@H]1C(=O)N2C=C(C[N+]3(CCNC(=O)c4ccccc4)CCCC3)CS[C@H]12)c1cscn1	5	1.0
SCAFFA705	c1ccc(CCCOCCCN2CCCCC2)cc1	2	1.0
SCAFFA706	O=C(NCc1ccc[nH]c1=O)c1cc(NC2CCOCC2)cc(-c2ccc(CN3CCOCC3)cc2)c1	212	1.0
SCAFFA707	O=C1NCCCN1[C@H]1CCCO1	31	1.0
SCAFFA708	c1cncc(CN2C3CC2CN(c2ccc(-c4cccn5nccc45)cn2)C3)c1	211	1.0
SCAFFA709	O=C(Nc1cc(Nc2cccc(-c3nc[nH]n3)c2)cnn1)C1CC1	210	1.0
SCAFFA710	O=c1c2cc(-c3ccccc3)sc2n(Cc2ccccc2)c(=O)n1-c1cccnn1	209	1.0
SCAFFA711	O=c1ccc(-c2ccccc2)nn1Cc1cccc(-c2ncc(OCC3CCNCC3)cn2)c1	128	1.0
SCAFFA712	O=C(CNC(=O)[C@@H](Cc1ccccc1)NC(=O)CCc1ccccc1)NCC(=O)N1CCCCC1	3	1.0
SCAFFA713	c1ccc(Cc2cnc(N3CCN(c4ncnn5cc(-c6cn[nH]c6)cc45)CC3)nc2)cc1	208	1.0
SCAFFA714	O=C(NCc1ccc(-n2cccn2)nc1)C1CCC(c2nccc(Nc3cc[nH]n3)n2)CC1	207	1.0
SCAFFA715	O=C(Nc1ccccc1)Nc1cccc(-c2cc3cnccc3[nH]c2=O)c1	127	1.0
SCAFFA716	c1ccc(Oc2cccc3c2CCC3)cc1	23	1.0
SCAFFA717	O=c1nc(N2CCNCC2)c2ccc(-c3ccccc3)nc2n1-c1cccnc1	206	1.0
SCAFFA718	O=C1NCC2(CCCCC2)n2c1cc1cnc(Nc3ccc(N4CCNCC4)cn3)nc12	91	1.0
SCAFFA719	O=c1cc[nH]cc1	112	1.0
SCAFFA720	c1ccc([C@@H]2C[C@H]3CC[C@@H](C2)N3)cc1	1	1.0
SCAFFA721	C(=C/c1cccnc1)\c1ccccc1	26	1.0
SCAFFA722	O=C1CCC2[C@H]3Cc4ccccc4[C@@]2(CCN3CC2CC2)C1	25	1.0
SCAFFA723	O=C(CNC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CCCN1)N[C@@H](Cc1cccs1)C(=O)NCC(=O)N1Cc2ccccc2C[C@@H]1C(=O)N1CC[C@@H]2CCCC[C@@H]21	3	1.0
SCAFFA724	O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2NC1	46	1.0
SCAFFA725	C1CC[C@@H](O[C@@H]2CO[C@@H](O[C@@H]3CCCC[C@H]3O[C@@H]3CCCCO3)C2)OC1	12	1.0
SCAFFA726	O=C1CCON1	20	1.0
SCAFFA727	C1=Cc2ccccc2C(=C2CCNCC2)c2ccccc21	54	1.0
SCAFFA728	c1cc2c3c(c[nH]c3c1)C[C@H]1NCCC[C@H]21	46	1.11688312
SCAFFA729	O=c1[nH]c2ccccc2n1CCN1CCN(c2ccccc2)CC1	38	1.0
SCAFFA730	S=C1CN=C(c2ccccc2)c2ccccc2N1	48	1.0
SCAFFA731	O=C1C=C2CC[C@@H]3C(CCC4CCC[C@H]43)C2CC1	11	1.0
SCAFFA732	c1ccc(NC2CCN(CCc3cccs3)CC2)cc1	30	1.0
SCAFFA733	C(\CN1CCCC1)=C(\c1ccccc1)c1ccccn1	205	1.11688312
SCAFFA734	C1OC2(CS1)CN1CCC2CC1	204	1.0
SCAFFA735	O=C1CN(/N=C/c2ccc(-c3ccccc3)o2)C(=O)N1	103	1.0
SCAFFA736	O=C1CC[C@@H]2C1CC[C@@H]1c3ccccc3CC[C@H]12	126	1.0
SCAFFA737	c1ccc(CCNCc2ccccc2)cc1	2	1.0
SCAFFA738	c1nc2c(s1)CCCC2	203	1.0
SCAFFA739	c1ccc([C@H]2CNCCO2)cc1	1	1.0
SCAFFA740	O=C1Cc2ccccc2N1	32	1.0
SCAFFA741	C(=C/c1ccccc1)\c1ccccc1	26	1.0
SCAFFA742	c1ccc(-c2nc3ccccc3s2)cc1	47	1.0
SCAFFA743	C1=C[C@@H](c2ccccc2)c2cnccc2N1	202	1.0
SCAFFA744	c1cncc(-c2ccc3c(c2)[nH]c2ccncc23)c1	201	1.0
SCAFFA745	O=S1(=O)CCC[C@H](c2ccc(OCc3ccc(C[N+]45CCN(CC4)CC5)cc3)cc2)c2ccccc21	200	1.0
SCAFFA746	O=C(COc1ccc2c(c1)S(=O)(=O)NCCN2c1ccccc1)NCc1ccccc1	199	1.0
SCAFFA747	C1=C2[C@H](CC[C@H]3C4COC[C@@]23C[C@@H](n2ncnc2-c2ccncc2)C4)C2CCCCC2C1	198	1.0
SCAFFA748	O=C1CCC(=O)N[C@@H](Cc2c[nH]cn2)C(=O)N[C@H](Cc2ccccc2)C(=O)NCC(=O)N[C@@H](Cc2c[nH]c3ccccc23)C(=O)NCCCCCN1	9	1.0
SCAFFA749	c1ccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)cc1	197	1.0
SCAFFA750	c1cc2c(cc1CCCN1CCCC1)OCCO2	196	1.0
SCAFFA751	c1ccc([C@@H](Cc2cccc3ccccc23)c2cnc3ccccc3c2)cc1	195	1.0
SCAFFA752	O=C(Nc1cccc(-c2ccccc2)n1)C1(c2ccc3c(c2)OCO3)CC1	122	1.0
SCAFFA753	C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)[C@H](C2CCNC(=N)N2)NC1=O.C=C1NC(=O)CNC(=O)CNC(=O)CCNC(=O)[C@H](C2CCNC(=N)N2)NC1=O	194	1.0
SCAFFA754	O=C(NC1OC2[C@@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O)[C@H]1CN[C@@H]2Cc3c[nH]c4cccc(c34)[C@H]2C1	46	1.0
SCAFFA755	O=C1/C=C\C=C\CCCCCCCC/C=C/OC2Oc3ccc4cc(c(/C=N/N5CCN(C6CCCC6)CC5)cc4c3C2=O)N1	45	1.0
SCAFFA756	O=S(=O)(Cc1ccc2[nH]ccc2c1)N1CCCC1	64	1.0
SCAFFA757	c1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccccc3)CC2)cc1	30	1.0
SCAFFA758	O=S(=O)(CCc1ccc2[nH]cc(C[C@H]3CCCN3)c2c1)c1ccccc1	125	1.0
SCAFFA759	O=C1CC=NN1c1ccccc1	28	1.0
SCAFFA760	O=c1[nH]c(=O)c2[nH]c(/C=C/c3ccccc3)nc2[nH]1	22	1.0
SCAFFA761	c1ccc2c3c([nH]c2c1)CCCC3	124	1.0
SCAFFA762	c1ccc2c(C3CCNCC3)c[nH]c2c1	17	1.0
SCAFFA763	C=C1CCC2[C@H]3Cc4cccc5c4[C@@]2(CCN3CC2CC2)[C@H]1O5	25	1.0
SCAFFA764	O=C1N[C@@H](Cc2ccc3[nH]ccc3c2)CO1	64	1.0
SCAFFA765	c1ccc2c(c1)Sc1ccccc1N2CC1CCNC1	44	1.0
SCAFFA766	c1ncn(Cc2ccc3[nH]ccc3c2)n1	64	1.0
SCAFFA767	C1=CC2CC1CC2C(CCN1CCCCC1)c1ccccc1	21	1.0
SCAFFA768	c1ccc(C(O[C@H]2C[C@H]3CC[C@@H](C2)N3)c2ccccc2)cc1	39	1.0
SCAFFA769	c1ccc2scnc2c1	47	1.0
SCAFFA770	c1ccc2c(c1)CCC2	15	1.0
SCAFFA771	c1ccc2sccc2c1	29	1.0
SCAFFA772	O=C(CCc1ccccc1)NCC(=O)NCC(=O)NCC(=O)N[C@@H](Cc1c[nH]cn1)C(=O)N[C@H](Cc1ccccc1)C(=O)NCC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)NCC(=O)NCC(=O)N1CCCC1	3	1.0
SCAFFA773	c1ccc(C(OC2CCNCC2)c2ccccc2)cc1	39	1.0
SCAFFA774	c1ccc2c(c1)Sc1ccccc1C2CC1CCCNC1	123	1.0
SCAFFA775	c1ccc(C(CCN2CCCC2)C2CCCCC2)cc1	21	1.0
SCAFFA776	c1ccc(C(CCN2CCCCC2)C2CCCCC2)cc1	21	1.0
SCAFFA777	O=C(O[C@@H]1CC[C@@H](c2ccccc2)Cc2cccnc21)N1CCC(n2c(=O)[nH]c3ncccc32)CC1	193	1.0
SCAFFA778	O=C(N[C@H]1C[C@@H](c2ccccc2)CNC1=O)c1cnc2c(c1)C[C@@]1(C2)C(=O)Nc2ncccc21	192	1.11688312
SCAFFA779	O=C(Nc1cccc(C(=O)C2CCNCC2)n1)c1ccccc1	4	1.0
SCAFFA780	C1=N/C2=N/c3ccc(OCCN4CCCC4)c(c3)COC/C=C/COCc3cccc(c3)C(=C1)N2	191	1.0
SCAFFA781	O=C(Nc1ccc2[nH]ccc2c1)C1(c2ccc3c(c2)OCO3)CC1	122	1.0
SCAFFA782	O=C(CCCN1CC[C@H]2[C@@H](C1)c1cccc3c1N2CCN3)c1ccccc1	90	1.0
SCAFFA783	N=C1S/C(=C\c2ccccc2)C(=O)N1c1ccccc1	190	1.0
SCAFFA784	c1ccc(-c2nc(-c3ccc[nH+]c3)no2)cc1	89	1.0
SCAFFA785	c1ccc(OCc2cccnc2-c2ccn[nH]2)cc1	63	1.0
SCAFFA786	O=C(c1ccc(NS(=O)(=O)c2cccc3cccnc23)cc1)N1CCN(CC2CC2)CC1	189	1.0
SCAFFA787	O=C(Nc1cccc(C(NCC2CC2)c2ccccc2)c1)c1ccnn1-c1ccccc1	188	1.0
SCAFFA788	O=c1nc[nH]c2c1N[C@H]1C[C@H]3O[PH](=O)OC[C@H]3O[C@H]1N2	187	1.0
SCAFFA789	O=C(NCCc1ccc(OC2=C(/C=C/C3=[NH+]c4ccccc4C3)CCC/C2=C\C=C2\Cc3ccccc3N2)cc1)c1ccc(NCc2cnc3nc[nH]c(=O)c3n2)cc1	186	1.0
SCAFFA790	O=C(c1ccccc1-n1nccn1)N1CCCC1c1nc2ccccc2[nH]1	88	1.0
