Scaffold ID	Scaffold SMILES	Cluster ID	Score
SCAFFB481	C1CCC(C2CCC3C(C4CCCCC4)CCC(C4CCCCC4)C3C2)CC1	35	1.0
SCAFFB482	C1CCC(C2CCC(CC3CCC4CC5CCCC6(CCCCC6)C5C4C3)CC2)CC1	40	1.0
SCAFFB483	C1CCC(C2CC3CCC(C3)C2)CC1	10	1.0
SCAFFB484	C1CCC2C(C1)CC1C(CC3CC3)CCC23CCCCC13	60	1.0
SCAFFB485	C(CCC(CCCCC1CC2CCCCC2CC1CC1CCC2CCCCC21)CC1CCCC1)CCC1CCCC1CC1CCCC1	28	1.0
SCAFFB486	C1CCC(CC2CC3CCCC3C3CC(CCC4CCC5CC6CCC7CCCC(C5C4)C76)CC23)CC1	36	1.08333333
SCAFFB487	C1CCC(CC2CCC(CC3CCCCC3CC3CCCCC3)C2)CC1	17	1.0
SCAFFB488	C1CCC(C2CCC(CCC3CCC4CCCCC43)CC2)CC1	3	1.0
SCAFFB489	C1CCC(C(CCC2CCCC2)C2CCCCC2)CC1	2	1.16666667
SCAFFB490	C1CCC2(C1)CC1CCC2CC1	78	1.0
SCAFFB491	C1CCC(C2CCC3C(C2)CC2CCCCC23)CC1	5	1.0
SCAFFB492	C1CCC2C(C1)CCCCC2C1CCC(CCC2CCC(CC34CCC(CC3)CC4)CC2)CC1	39	1.0
SCAFFB493	C1CCC(CCCCCC2CCC3C(CCCCC3C3CCCCC3)C2)CC1	3	1.0
SCAFFB494	C1CCC(C2CCCC2C2CC3CCCC4(C2)C3CCC2C3CCCCC3CCC24)CC1	77	1.0
SCAFFB495	C1CCC(C2CC3CCCCC3C(CC3CCC4CCCC4C3)C2)CC1	8	1.0
SCAFFB496	C1CCC(CCCC2CCC3CCCCC3C2)C1	1	1.0
SCAFFB497	C1CCC(C(CC2CCCC3CCCCC32)C2CCC3CCCCC3C2)CC1	76	1.0
SCAFFB498	C1CCC(C2CCCC(CCC3(C4CCC5CCCC5C4)CC3)C2)CC1	20	1.0
SCAFFB499	C1CCCCCCCC(C2CCCCC2)CCCCCCC1	4	1.0
SCAFFB500	C1CCCCCCCCCCC2CC3CCC4CC(CCCCCC1)CC4C3CC2CCC1CCC(C2CCCC2)CC1	38	1.0
SCAFFB501	C1CCC(CCC2CCC3CCCC3C2)C1	1	1.0
SCAFFB502	C1CCC(CCC2CCC(CC3CC4CCCCC4C3CC3CCCCC3)CC2)CC1	8	1.0
SCAFFB503	C1CCC(CCCC2CCC3CCC(CC4CCCC4)C3C2)CC1	2	1.0
SCAFFB504	C1CCC(CC2CCC3CCCC3C2)C1	4	1.08333333
SCAFFB505	C1CCC(CC2C3CCCCC3CC3CCCCC32)C1	27	1.0
SCAFFB506	C1CCC(CCC(C2CCCCC2)C2CC3CCC2C3)CC1	14	1.0
SCAFFB507	C1CCC(C(CC2CC3CCC(C3)C2)C2CCCCC2)CC1	59	1.0
SCAFFB508	C(CCCCCCC1CCCCC1)CCCCCCC(CCC(CCCCCC(CCCCCCCC1CCCC1)CC1CCC2CCCCC21)CC1CCCCC1)CC1CCCC1	3	1.0
SCAFFB509	C1CCC(CC2C3CCCCC3CC3CCCCC32)CC1	4	1.0
SCAFFB510	C1CCC(C2CCC(CCC3CCC(C4CCC5CCCCC54)CC3)C3CCCCC3C2)CC1	18	1.0
SCAFFB511	C1CCC(C2CCCC(CCC3CCC4CC5(CCC6CCCCC65)CC4C3)C2)CC1	1	1.08333333
SCAFFB512	C1CCC(CCC2CCCC(CC3CCCCC3)C2)CC1	1	1.0
SCAFFB513	C1CCC(CCCC2CCC3CC2CCCCCCCCC2CCCC(C2)C2CCCC(C2)C3)C1	75	1.0
SCAFFB514	C1CC2CCC(CCC3(C4CCC5CCCC5C4)CC3)CC2C1	20	1.0
SCAFFB515	C1CCC(CCCCC2CCC3C(C2)C2CCCC4CCCC3C42)CC1	3	1.0
SCAFFB516	C1CCC(CC2CCC(C3CCCCC3)C2)CC1	1	1.0
SCAFFB517	C1CCC(CCC2CCCCC2C2CCCC2)CC1	1	1.0
SCAFFB518	C1CCC2C(C1)CCCC2CCC1CCC(CC2CCC(CC3CC3)CC2)CC1	3	1.0
SCAFFB519	C1CCC(C2CCCC2CCC2CCCC(C(CCC3CC3)C3CCCCC3)C2)CC1	11	1.0
SCAFFB520	C(CCC1CCC(CC2C(CCC3CC4CCCCC4C3)CCCC2CCC2CC3CCCCC3C2)CC1)CC1CCC(CCC2CCC3CCCCC3C2)CC1	1	1.0
SCAFFB521	C1CCC2CC(C3CCCC3CC3CCCCC3C3CCCC3)CC2C1	6	1.0
